0	0.069993131	0.22999924
0	0.091376409	0.25245693
0	0.11276956	0.27491462
0	0.13415822	0.29737231
0	0.15554598	0.31983
0	0.17694002	0.34228769
0	0.19832331	0.36474538
0	0.21971825	0.38720307
0	0.24110511	0.40966076
0	0.26250365	0.43212742
0	0.26999313	0.43999389
0.0008473245	0.28795928	0.45966905
0.0019217392	0.31041697	0.484263
0.0029853827	0.33287466	0.50886148
0.0040553096	0.35533234	0.53346616
0.0051243384	0.37779003	0.55806011
0.0061888797	0.40024772	0.58265406
0.0072632944	0.42270541	0.60726327
0.0083251428	0.4451631	0.63185728
0.0094022499	0.46762618	0.65645659
0.0099946596	0.4799878	0.66999316
0.0099946596	0.49144822	0.68233681
0.0099946596	0.51056236	0.702923
0.0099946596	0.52968103	0.72351372
0.0099946596	0.54879969	0.74410081
0.0099946596	0.56791836	0.76467985
0.0099946596	0.58703703	0.78527057
0.0099946596	0.60615569	0.80586123
0.0099946596	0.60999376	0.80999374
0.01222876	0.62339926	0.82563335
0.014580444	0.63751388	0.84209967
0.016932128	0.65163475	0.85857219
0.019283812	0.66575474	0.87504387
0.019989319	0.66999316	0.87998778
0.019989319	0.68499273	0.8949874
0.019989319	0.69999236	0.90998703
0.021750389	0.70351988	0.91351455
0.027628703	0.71527833	0.925273
0.029994749	0.71999246	0.92998713
0.029999238	0.72176069	0.93528289
0.029999238	0.72411239	0.94233793
0.029999238	0.72646409	0.94939303
0.029999238	0.72881579	0.95645434
0.029999238	0.72999161	0.95999086
0.033814888	0.73380727	0.96380651
0.039699487	0.73969185	0.9696911
0.040286511	0.73969185	0.96998549
0.043217141	0.73674774	0.96998549
0.046161234	0.73380369	0.96998549
0.049105328	0.73086947	0.96998549
0.052036855	0.72793072	0.96998549
0.054978255	0.72498667	0.96998549
0.057922348	0.72204524	0.96998549
0.059988599	0.71999693	0.96998549
0.062114991	0.71575582	0.96786898
0.066818357	0.70634192	0.96316564
0.071521729	0.69693518	0.95846224
0.076225094	0.68752843	0.9537589
0.079987794	0.67999947	0.94999617
0.080810882	0.67586607	0.94587445
0.083162569	0.66409868	0.93410707
0.085514255	0.65234023	0.92234862
0.087865934	0.64058185	0.91059023
0.089984246	0.62999922	0.90000582
0.091761477	0.62646723	0.89646035
0.098816529	0.61234635	0.88233948
0.10587158	0.59822637	0.86821949
0.11292663	0.58411086	0.85410398
0.11999695	0.57000077	0.83999389
0.12070245	0.56786627	0.83716917
0.12540582	0.5537436	0.81834316
0.13010919	0.53962541	0.79952157
0.13481256	0.52550817	0.78070092
0.13951594	0.51139802	0.76188743
0.14030671	0.50923842	0.75892091
0.14671549	0.49426666	0.73752236
0.15313056	0.47929487	0.71613014
0.15954833	0.46432307	0.69474059
0.16596879	0.44935128	0.67335373
0.17238118	0.43437949	0.65195876
0.17880522	0.4194077	0.63057548
0.1852185	0.40443587	0.60918146
0.19163805	0.38946408	0.58779371
0.19805671	0.37449229	0.566405
0.19999731	0.3699882	0.55999082
0.20624094	0.35747311	0.54373997
0.21359847	0.34277058	0.52462131
