1200	77.6956
1199.5	78.2378
1199	78.8658
1198.5	78.2401
1198	78.4231
1197.5	77.025
1197	77.6791
1196.5	77.5354
1196	78.0296
1195.5	76.3149
1195	76.0864
1194.5	75.0848
1194	75.6256
1193.5	76.396
1193	75.8414
1192.5	76.6158
1192	76.5156
1191.5	75.872
1191	75.1478
1190.5	75.5986
1190	74.4907
1189.5	73.102
1189	74.4741
1188.5	72.7787
1188	72.438
1187.5	70.9537
1187	70.4437
1186.5	71.0721
1186	69.7271
1185.5	69.8351
1185	68.6423
1184.5	67.328
1184	67.3488
1183.5	66.7372
1183	65.2685
1182.5	65.0882
1182	64.4335
1181.5	63.8576
1181	63.9
1180.5	62.4845
1180	63.0583
1179.5	61.7755
1179	62.0471
1178.5	60.918
1178	60.9804
1177.5	61.3266
1177	60.8614
1176.5	61.4797
1176	62.0861
1175.5	60.4907
1175	58.7467
1174.5	59.724
1174	60.0838
1173.5	60.3469
1173	60.0015
1172.5	60.2423
1172	59.6331
1171.5	58.9213
1171	58.6613
1170.5	59.0117
1170	59.2186
1169.5	59.5027
1169	59.3341
1168.5	59.7286
1168	58.7815
1167.5	59.4564
1167	59.2006
1166.5	59.1954
1166	58.3993
1165.5	59.8052
1165	58.962
1164.5	59.2875
1164	60.454
1163.5	59.38
1163	59.2244
1162.5	59.9459
1162	58.4486
1161.5	59.1454
1161	59.0926
1160.5	59.3026
1160	59.4837
1159.5	58.9116
1159	60.2172
1158.5	59.7472
1158	60.3747
1157.5	60.2722
1157	60.4818
1156.5	59.8689
1156	60.1668
1155.5	60.2169
1155	60.24
1154.5	61.0056
1154	61.856
1153.5	61.264
1153	61.4346
1152.5	61.4471
1152	61.9086
1151.5	62.0513
1151	61.5575
1150.5	63.247
1150	61.8051
1149.5	63.4551
1149	63.0188
1148.5	63.2443
1148	63.9495
1147.5	63.7989
1147	64.1153
1146.5	64.4602
1146	66.014
1145.5	66.288
1145	66.7503
1144.5	67.4433
1144	68.3972
1143.5	70.0744
1143	70.6279
1142.5	73.8256
1142	74.189
1141.5	75.5191
1141	77.6941
1140.5	80.0416
1140	82.868
1139.5	88.0876
1139	92.1865
1138.5	94.8903
1138	94.0183
1137.5	89.9511
1137	86.9703
1136.5	82.7181
1136	79.3061
1135.5	76.2861
1135	75.4262
1134.5	74.7315
1134	76.3598
1133.5	76.6508
1133	78.7409
1132.5	78.78
1132	73.7462
1131.5	69.862
1131	63.7706
1130.5	60.3539
1130	57.8878
1129.5	56.195
1129	54.9828
1128.5	54.1462
1128	54.1865
1127.5	52.9041
1127	51.9
1126.5	51.5965
1126	50.1021
1125.5	49.6174
1125	49.6002
1124.5	48.747
1124	48.8766
1123.5	49.1109
1123	49.1675
1122.5	46.9418
1122	48.7733
1121.5	47.9424
1121	47.7806
1120.5	48.381
1120	46.6961
1119.5	46.7384
1119	46.8629
1118.5	46.3519
1118	47.5087
1117.5	46.8686
1117	46.7941
1116.5	45.9626
1116	46.7399
1115.5	46.0127
1115	47.0596
1114.5	47.3024
1114	46.2933
1113.5	46.4482
1113	48.0311
1112.5	48.0016
1112	46.8905
1111.5	47.0171
1111	48.0714
1110.5	46.8493
1110	47.2986
1109.5	47.278
1109	47.9119
1108.5	46.9241
1108	47.1196
1107.5	46.1548
1107	46.0934
1106.5	47.9994
1106	47.4954
1105.5	48.912
1105	47.4337
1104.5	48.0017
1104	48.5391
1103.5	47.8635
1103	47.7601
1102.5	48.6
1102	49.275
1101.5	48.6701
1101	48.7776
1100.5	49.0812
1100	48.126
1099.5	48.0297
1099	47.2301
1098.5	48.3424
1098	46.0116
1097.5	46.3405
1097	47.1423
1096.5	46.6899
1096	46.3006
1095.5	45.2751
1095	45.3646
1094.5	44.9559
1094	45.5258
1093.5	44.6741
1093	44.6131
1092.5	44.8514
1092	44.7248
1091.5	44.471
1091	45.2338
1090.5	43.7805
1090	45.3629
1089.5	44.16
1089	44.5317
1088.5	45.1325
1088	44.5744
1087.5	45.0639
1087	44.9959
1086.5	44.6712
1086	45.4032
1085.5	43.9326
1085	44.4899
1084.5	44.218
1084	43.5071
1083.5	44.5451
1083	43.4662
1082.5	44.0652
1082	43.8138
1081.5	44.0433
1081	43.9475
1080.5	44.2292
1080	44.1973
1079.5	44.3618
1079	45.085
1078.5	45.3566
1078	44.2976
1077.5	43.5152
1077	44.5812
1076.5	43.8858
1076	43.926
1075.5	44.1618
1075	42.8355
1074.5	42.8059
1074	44.2455
1073.5	43.3988
1073	43.24
1072.5	44.3995
1072	43.8538
1071.5	43.9688
1071	44.3734
1070.5	43.6555
1070	43.6443
1069.5	43.2167
1069	43.0342
1068.5	45.3818
1068	45.2245
1067.5	44.6999
1067	44.1787
1066.5	43.0946
1066	43.5179
1065.5	43.8779
1065	43.933
1064.5	44.9576
1064	45.1621
1063.5	44.37
1063	43.2661
1062.5	43.4147
1062	43.5551
1061.5	44.0123
1061	43.8217
1060.5	44.2842
1060	43.0059
1059.5	44.1091
1059	44.0341
1058.5	42.993
1058	42.9683
1057.5	43.7853
1057	44.3264
1056.5	44.2436
1056	43.9095
1055.5	44.6374
1055	44.3113
1054.5	43.3869
1054	43.6816
