0	0	0
0.013517698	0	0
0.027035397	0	0
0.040555786	0	0
0.054079469	0	0
0.067603149	0	0
0.081126831	0	0
0.094650514	0	0
0.1081742	0	0
0.12169788	0	0
0.13522156	0	0
0.14874524	0	0
0.16226892	0	0
0.17579111	0	0
0.18930881	0	0
0.20282651	0	0
0.21634839	0	0
0.22987208	0	0
0.24339576	0	0
0.25691944	0	0
0.27044311	0	0
0.28396681	0	0
0.29749048	0	0
0.31101418	0	0
0.32453784	0	0
0.33806154	0	0
0.35158521	0	0
0.36510891	0	0
0.37863258	0	0
0.39215058	0	0
0.40566829	0	0
0.41918838	0	0
0.43271205	0	0
0.44623575	0	0
0.45975941	0	0
0.47328311	0	0
0.48680678	0	0
0.50033045	0	0
0.51385415	0	0
0.52737784	0	0
0.54090148	0	0
0.55442518	0	0
0.56794888	0	0
0.58147258	0	0
0.59499234	0	0
0.60851002	0	0
0.62202835	0	0
0.63555205	0	0
0.64907569	0	0
0.66259938	0	0
0.67612308	0	0
0.68964678	0	0
0.70317042	0	0
0.71669412	0	0
0.73021781	0	0
0.74374145	0	0
0.75726515	0	0
0.77078885	0	0
0.78431255	0	0
0.7978341	0	0
0.81135184	0	0
0.82486951	0	0
0.83839202	0	0
0.85191566	0	0
0.86543936	0	0
0.87896305	0	0
0.89248675	0	0
0.90601039	0	0
0.91953409	0	0
0.93305779	0	0
0.94658148	0	0
0.96010512	0	0
0.97362882	0	0
0.98715252	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0.021008084	0
1	0.04901886	0
1	0.077029638	0
1	0.10504042	0
1	0.13305119	0
1	0.16106197	0
1	0.18907274	0
1	0.21708353	0
1	0.2450943	0
1	0.27310508	0
1	0.30111584	0
1	0.32912663	0
1	0.35713741	0
1	0.3851482	0
1	0.41315895	0
1	0.44116974	0
1	0.46918052	0
1	0.49719128	0
1	0.5252021	0
1	0.55321282	0
1	0.58122361	0
1	0.60923439	0
1	0.63724518	0
1	0.66525596	0
1	0.69326675	0
1	0.72127753	0
1	0.74928826	0
1	0.77729905	0
1	0.80530983	0
1	0.83332062	0
1	0.8613314	0
1	0.88934219	0
1	0.91735297	0
1	0.94536734	0
1	0.97338408	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0.021008084
1	1	0.04901886
1	1	0.077029638
1	1	0.10504042
1	1	0.13305119
1	1	0.16106197
1	1	0.18907274
1	1	0.21708353
1	1	0.2450943
1	1	0.27310508
1	1	0.30111584
1	1	0.32912663
1	1	0.35713741
1	1	0.3851482
1	1	0.41315895
1	1	0.44116974
1	1	0.46918052
1	1	0.49719128
1	1	0.5252021
1	1	0.55321282
1	1	0.58122361
1	1	0.60923439
1	1	0.63724518
1	1	0.66525596
1	1	0.69326675
1	1	0.72127753
1	1	0.74928826
1	1	0.77729905
1	1	0.80530983
1	1	0.83332062
1	1	0.8613314
1	1	0.88934219
1	1	0.91735297
1	1	0.94536734
1	1	0.97338408
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
0.99159408	0.99579477	1
0.9803862	0.99018782	1
0.96917945	0.98458213	1
0.95797753	0.97898114	1
0.94677562	0.97338021	1
0.93556982	0.96777922	1
0.92436194	0.96217829	1
0.9131546	0.9565773	1
0.90195268	0.95097637	1
0.89075077	0.94537538	1
0.87954557	0.93977112	1
0.86833769	0.93416423	1
0.85712975	0.92855728	1
0.84592783	0.92295629	1
0.83472592	0.91735536	1
0.823524	0.91175437	1
0.81232208	0.90615344	1
0.80112016	0.90055245	1
0.78991288	0.89495152	1
0.778705	0.88935053	1
0.76749921	0.8837496	1
0.75629729	0.87814862	1
0.74509537	0.87254769	1
0.73388863	0.86694193	1
0.72268075	0.86133498	1
0.71147436	0.85572952	1
0.70027244	0.85012859	1
0.68907052	0.8445276	1
0.67786437	0.83892667	1
0.66665649	0.83332568	1
0.65544951	0.82772475	1
0.64424759	0.82212377	1
0.63304567	0.81652284	1
0.62184376	0.81092185	1
0.61064184	0.80532092	1
0.60000002	0.80000001	1
0.60000002	0.80000001	1
0.60000002	0.80000001	1
0.59128439	0.79346257	1
0.57385319	0.78038764	1
0.55642205	0.76731277	1
0.53899086	0.75424355	1
0.52155966	0.7411747	1
0.50413084	0.7281034	1
0.48670566	0.71502846	1
0.46928045	0.70195359	1
0.45185015	0.68888378	1
0.43441898	0.67581493	1
0.41698778	0.66274422	1
0.39955658	0.64966929	1
0.38212541	0.63659441	1
0.36469871	0.62352401	1
0.3472735	0.6104551	1
0.3298471	0.59738505	1
0.3124159	0.58431011	1
0.29498473	0.57123524	1
0.27755353	0.55816424	1
0.26012233	0.54509532	1
0.24269176	0.53202647	1
0.22526655	0.51895756	1
0.20784134	0.50588864	1
0.2	0.50000763	1
0.2	0.50000763	1
0.2	0.50000763	1
